@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1021,'2023/12/05 09:15:18:653',11,-85,1,0.51
1022,'2023/12/05 09:15:18:714',11,-85,1,0.51
1023,'2023/12/05 09:15:18:764',11,-85,1,0.51
1024,'2023/12/05 09:15:18:818',11,-85,1,0.51
1025,'2023/12/05 09:15:18:869',11,-85,1,0.51
1026,'2023/12/05 09:15:18:921',11,-85,1,0.51
1027,'2023/12/05 09:15:18:981',11,-85,1,0.51
1028,'2023/12/05 09:15:19:046',11,-85,1,0.51
1029,'2023/12/05 09:15:19:107',11,-85,1,0.51
1030,'2023/12/05 09:15:19:160',11,-85,1,0.51
1031,'2023/12/05 09:15:19:206',11,-85,1,0.51
1032,'2023/12/05 09:15:19:257',11,-85,1,0.51
1033,'2023/12/05 09:15:19:317',11,-85,1,0.51
1034,'2023/12/05 09:15:19:365',11,-85,1,0.51
1035,'2023/12/05 09:15:19:416',11,-85,1,0.51
1036,'2023/12/05 09:15:19:474',11,-85,1,0.51
1037,'2023/12/05 09:15:19:548',11,-85,1,0.51
1038,'2023/12/05 09:15:19:605',11,-85,1,0.51
1039,'2023/12/05 09:15:19:663',11,-85,1,0.51
1040,'2023/12/05 09:15:19:714',11,-85,1,0.51
1041,'2023/12/05 09:15:19:772',11,-85,1,0.51
1042,'2023/12/05 09:15:19:824',11,-85,1,0.51
1043,'2023/12/05 09:15:19:879',11,-85,1,0.51
1044,'2023/12/05 09:15:19:936',11,-85,1,0.51
1045,'2023/12/05 09:15:19:986',11,-85,1,0.51
1046,'2023/12/05 09:15:20:040',11,-85,1,0.51
1047,'2023/12/05 09:15:20:110',11,-85,1,0.51
1048,'2023/12/05 09:15:20:171',11,-85,1,0.51
1049,'2023/12/05 09:15:20:228',11,-85,1,0.51
1050,'2023/12/05 09:15:20:286',11,-85,1,0.51
1051,'2023/12/05 09:15:20:331',11,-85,1,0.51
1052,'2023/12/05 09:15:20:396',11,-85,1,0.51
1053,'2023/12/05 09:15:20:447',11,-85,1,0.51
1054,'2023/12/05 09:15:20:499',11,-85,1,0.51
1055,'2023/12/05 09:15:20:557',11,-85,1,0.51
1056,'2023/12/05 09:15:21:998',12,-85,1,0.51
1057,'2023/12/05 09:15:22:049',12,-85,1,0.51
1058,'2023/12/05 09:15:22:107',12,-85,1,0.51
1059,'2023/12/05 09:15:22:157',12,-85,1,0.51
1060,'2023/12/05 09:15:22:213',12,-85,1,0.51
1061,'2023/12/05 09:15:22:261',12,-85,1,0.51
1062,'2023/12/05 09:15:22:318',12,-85,1,0.51
1063,'2023/12/05 09:15:22:374',12,-85,1,0.51
1064,'2023/12/05 09:15:22:427',12,-85,1,0.51
1065,'2023/12/05 09:15:35:642',13,-185,0.64,0.32
1066,'2023/12/05 09:15:35:696',13,-185,0.64,0.32
1067,'2023/12/05 09:15:35:748',13,-185,0.64,0.32
1068,'2023/12/05 09:15:35:803',13,-185,0.64,0.32
1069,'2023/12/05 09:15:35:850',13,-185,0.64,0.32
1070,'2023/12/05 09:15:35:902',13,-185,0.64,0.32
1071,'2023/12/05 09:15:35:955',13,-185,0.64,0.32
1072,'2023/12/05 09:15:36:017',13,-185,0.64,0.32
1073,'2023/12/05 09:15:36:073',13,-185,0.64,0.32
1074,'2023/12/05 09:15:36:134',13,-185,0.64,0.32
1075,'2023/12/05 09:15:36:208',13,-185,0.64,0.32
1076,'2023/12/05 09:15:36:259',13,-185,0.64,0.32
1077,'2023/12/05 09:15:36:311',13,-185,0.64,0.32
1078,'2023/12/05 09:15:36:361',13,-185,0.64,0.32
1079,'2023/12/05 09:15:36:422',13,-185,0.64,0.32
1080,'2023/12/05 09:15:36:469',13,-185,0.64,0.32
1081,'2023/12/05 09:15:36:517',13,-185,0.64,0.32
1082,'2023/12/05 09:15:36:570',13,-185,0.64,0.32
1083,'2023/12/05 09:15:36:621',13,-185,0.64,0.32
1084,'2023/12/05 09:15:36:686',13,-185,0.64,0.32
1085,'2023/12/05 09:15:36:741',13,-185,0.64,0.32
1086,'2023/12/05 09:15:36:792',13,-185,0.64,0.32
1087,'2023/12/05 09:15:36:845',13,-185,0.64,0.32
1088,'2023/12/05 09:15:36:897',13,-185,0.64,0.32
1089,'2023/12/05 09:15:36:960',13,-185,0.64,0.32
1090,'2023/12/05 09:15:37:019',13,-185,0.64,0.32
1091,'2023/12/05 09:15:37:072',13,-185,0.64,0.32
1092,'2023/12/05 09:15:37:125',13,-185,0.64,0.32
1093,'2023/12/05 09:15:37:171',13,-185,0.64,0.32
1094,'2023/12/05 09:15:37:228',13,-185,0.64,0.32
1095,'2023/12/05 09:15:37:284',13,-185,0.64,0.32
1096,'2023/12/05 09:15:37:336',13,-185,0.64,0.32
1097,'2023/12/05 09:15:37:389',13,-185,0.64,0.32
1098,'2023/12/05 09:15:37:448',13,-185,0.64,0.32
1099,'2023/12/05 09:15:37:498',13,-185,0.64,0.32
1100,'2023/12/05 09:15:37:556',13,-185,0.64,0.32
1101,'2023/12/05 09:15:37:608',13,-185,0.64,0.32
1102,'2023/12/05 09:15:37:668',13,-185,0.64,0.32
1103,'2023/12/05 09:15:37:720',13,-185,0.64,0.32
1104,'2023/12/05 09:15:37:774',13,-185,0.64,0.32
1105,'2023/12/05 09:15:37:824',13,-185,0.64,0.32
1106,'2023/12/05 09:15:37:879',13,-185,0.64,0.32
1107,'2023/12/05 09:15:37:935',13,-185,0.64,0.32
1108,'2023/12/05 09:15:37:985',13,-185,0.64,0.32
1109,'2023/12/05 09:15:38:038',13,-185,0.64,0.32
1110,'2023/12/05 09:15:38:088',13,-185,0.64,0.32
1111,'2023/12/05 09:15:38:143',13,-185,0.64,0.32
1112,'2023/12/05 09:15:38:195',13,-185,0.64,0.32
1113,'2023/12/05 09:15:38:250',13,-185,0.64,0.32
1114,'2023/12/05 09:15:38:316',13,-185,0.64,0.32
1115,'2023/12/05 09:15:51:896',14,-275,0.18,0
1116,'2023/12/05 09:15:51:955',14,-275,0.18,0
1117,'2023/12/05 09:15:52:004',14,-275,0.18,0
1118,'2023/12/05 09:15:52:064',14,-275,0.18,0
1119,'2023/12/05 09:15:52:122',14,-275,0.18,0
1120,'2023/12/05 09:15:52:174',14,-275,0.18,0
1121,'2023/12/05 09:15:52:226',14,-275,0.18,0
1122,'2023/12/05 09:15:52:283',14,-275,0.18,0
1123,'2023/12/05 09:15:52:333',14,-275,0.18,0
1124,'2023/12/05 09:15:52:385',14,-275,0.18,0
1125,'2023/12/05 09:15:52:437',14,-275,0.18,0
1126,'2023/12/05 09:15:52:485',14,-275,0.18,0
1127,'2023/12/05 09:15:52:546',14,-275,0.18,0
1128,'2023/12/05 09:15:52:598',14,-275,0.18,0
1129,'2023/12/05 09:15:52:652',14,-275,0.18,0
1130,'2023/12/05 09:15:52:706',14,-275,0.18,0
1131,'2023/12/05 09:15:52:753',14,-275,0.18,0
1132,'2023/12/05 09:15:52:809',14,-275,0.18,0
1133,'2023/12/05 09:15:52:859',14,-275,0.18,0
1134,'2023/12/05 09:15:52:914',14,-275,0.18,0
1135,'2023/12/05 09:15:52:964',14,-275,0.18,0
1136,'2023/12/05 09:15:53:016',14,-275,0.18,0
1137,'2023/12/05 09:15:53:062',14,-275,0.18,0
1138,'2023/12/05 09:15:53:112',14,-275,0.18,0
1139,'2023/12/05 09:15:53:165',14,-275,0.18,0
1140,'2023/12/05 09:15:53:213',14,-275,0.18,0
1141,'2023/12/05 09:15:53:264',14,-275,0.18,0
1142,'2023/12/05 09:15:53:312',14,-275,0.18,0
1143,'2023/12/05 09:15:53:370',14,-275,0.18,0
1144,'2023/12/05 09:15:53:423',14,-275,0.18,0
1145,'2023/12/05 09:15:53:483',14,-275,0.18,0
1146,'2023/12/05 09:15:53:538',14,-275,0.18,0
1147,'2023/12/05 09:15:53:598',14,-275,0.18,0
1148,'2023/12/05 09:15:53:656',14,-275,0.18,0
1149,'2023/12/05 09:15:53:707',14,-275,0.18,0
1150,'2023/12/05 09:15:53:763',14,-275,0.18,0
1151,'2023/12/05 09:15:53:815',14,-275,0.18,0
1152,'2023/12/05 09:15:53:866',14,-275,0.18,0
1153,'2023/12/05 09:15:53:924',14,-275,0.18,0
1154,'2023/12/05 09:15:53:984',14,-275,0.18,0
1155,'2023/12/05 09:15:54:037',14,-275,0.18,0
1156,'2023/12/05 09:15:54:095',14,-275,0.18,0
1157,'2023/12/05 09:15:54:148',14,-275,0.18,0
1158,'2023/12/05 09:15:54:199',14,-275,0.18,0
1159,'2023/12/05 09:15:54:250',14,-275,0.18,0
1160,'2023/12/05 09:15:54:307',14,-275,0.18,0
1161,'2023/12/05 09:15:54:358',14,-275,0.18,0
1162,'2023/12/05 09:15:54:406',14,-275,0.18,0
1163,'2023/12/05 09:15:54:460',14,-275,0.18,0
1164,'2023/12/05 09:15:54:524',14,-275,0.18,0
1165,'2023/12/05 09:15:54:578',14,-275,0.18,0
1166,'2023/12/05 09:15:54:643',14,-275,0.18,0
1167,'2023/12/05 09:15:54:694',14,-275,0.18,0
1168,'2023/12/05 09:15:54:746',14,-275,0.18,0
1169,'2023/12/05 09:15:54:799',14,-275,0.18,0
1170,'2023/12/05 09:15:54:849',14,-275,0.18,0
1171,'2023/12/05 09:15:54:913',14,-275,0.18,0
1172,'2023/12/05 09:15:54:979',14,-275,0.18,0
1173,'2023/12/05 09:15:55:020',14,-275,0.18,0
1174,'2023/12/05 09:15:55:076',14,-275,0.18,0
1175,'2023/12/05 09:15:55:130',14,-275,0.18,0
